,image_url,Brand,Manufacturer,Model,Model Year,Product Dimensions,Item model number,Ram Memory Installed Size,Operating System,Hardware Interface,Graphics Coprocessor,Resolution,Mounting Hardware,Number Of Items,Display Technology,Standing screen display size,Display Type,Supported Image Type,Screen Resolution,Audio Output Mode,Supported Audio Format,Speaker Surround Sound Channel Configuration,Power Source,Batteries Required,Refresh Rate,Connector Type,Mounting Type,Supports Bluetooth Technology,Country of Origin,Item Weight,product,rating,price,product_url,Model Name,Batteries,Memory Storage Capacity,Tuner Technology,Response Time,Compatible Devices,Special Features,Remote Control Description,Remote Control Type,Viewing Angle,Image Aspect Ratio,Image Brightness,Image Contrast Ratio,Audio Wattage,Voltage,Wattage,Batteries Included,Battery Cell Composition,Total Usb Ports,Maximum Operating Distance,Real Angle Of View,Media Format,Includes Rechargable Battery,Remote Control Included?,Item part number,Max Resolution,GSM frequencies,Package Dimensions,Speakers Maximum Output Power,Speaker Connectivity,Maximum Memory Supported
66,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,L32M6-RA/L32M7-RA,2021,73 x 8.7 x 47.6 cm; 3.92 Kilograms,L32M6-RA/L32M7-RA,1 GB,Android,"AV Port, Ethernet, HDMI, Headphone, USB 2.0",Mali G31 MP2,1366 x 768 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",1,LED,32 Inches,A+,JPEG,1366 x 768 pixels,Stereo,"Dolby, DTS-HD, Mp3_audio",Dolby Audio | DTS Virtual: X | DTS-HD,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,3 kg 920 g,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg18_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_284_sspa%3Fkeywords%3Dtv%26qid%3D1660812328%26sr%3D8-284-spons%26psc%3D1&qualifier=1660812328&id=49785280768073&widgetName=sp_mtf,Redmi Smart TV 32,2 AAA batteries required.,8 GB,NTSC,,,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,Bluetooth,178 Degrees,16:09,Ultra Bright Screen,,20 Watts,240 Volts,50 Watts,No,,2,8 Feet,178 Degrees,"AVI, MPEG",,Yes,,,,,,,
67,https://images-eu.ssl-images-amazon.com/images/I/41ClS3pJouL._SY300_SX300_QL70_ML2_.jpg,PHILIPS,TPV Technology India Private Limited,43PFT6815/94,2021,99.5 x 7.2 x 55.8 cm; 6.4 Kilograms,43PFT6815/94,1.5 GB,SAPHI,"USB, HDMI",Mali G52 @ 700 MHz,1920x1080 Pixels,"1 LED TV, 2 Table Stand Base, 1 Legal and safety Brochure, 1 Quick Start Guide, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Cable",1,LED,43 Inches,LED,JPEG,1920 x 1080 pixels,Surround,"Aac, Mp3_audio",Dolby Audio,AC,No,50 Hz,Wi-Fi,Wall Mount,Yes,China,6 kg 400 g,Philips 108 cm (43 inches) Pixel Precise HD Series Full HD LED Smart TV 43PFT6815/94 (Black)  ,3.5 out of 5 stars,"26,989",https://amazon.in/Philips-Inches-43PFT6815-94-Precise/dp/B08HQGZ7XF/ref=sr_1_288?keywords=tv&qid=1660812328&sr=8-288,,,4 GB,DVB-T/T2,20 Milliseconds,,"Pixel Precise HD | HDR10 | Full HD | SAPHI OS | Supported Applications : Netflix, Youtube, Prime Video, Zee5, Eros Now",One Click With Netflix and YouTube Button for easy access,IR,178 Degrees,16:09,230 nits,200000:1,16 Watts,110 Volts,16 Watts,,,1,7 Feet,178 Degrees,"MPEG, AVI",,Yes,,,,,,,
68,https://images-eu.ssl-images-amazon.com/images/I/41wDOu3hQmL._SY300_SX300_QL70_ML2_.jpg,Power Guard,Power Guard Industries Private Limited,PG65F4K,2022,144.8 x 9 x 88.8 cm; 19.3 Kilograms,PG65F4K,2 GB,Android,"AV Port, USB, Ethernet, HDMI, Headphone",G51 MP3,3840x2160 Pixels,"1 LED TV, 2 Table Stand Base, 1 Wall Mount, 1 User Manual, 1 Warranty Card, 2 Remote Control,2 AAA Battery",1,LED,65 Inches,"IPS , A+","GIF, JPEG",,Surround,"Wma, MP3, AAC, MP2, PCM","Turbo Sound , Clear Audio+",AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,19 kg 300 g,Power Guard 165 cm (65 inches) Frameless 4k Ultra HD Smart LED TV PG65F4k (Black)  ,5.0 out of 5 stars,"55,999",https://amazon.in/Power-Guard-inches-Frameless-PG65F4k/dp/B0B362FQFK/ref=sr_1_289?keywords=tv&qid=1660812328&sr=8-289,PG65F4K,,16 GB,PAL,6 Milliseconds,"Android Phones, Apple IOS , Apple Airplay","Air Mouse|Remote With Voice Assistant|Super Luma| Rich Contrast |X Motion Clarity | Turbo Sound |Clear Audio+ | Supported Application : Netflix, Youtube, Prime Video, Hotstar, Sonyliv, Hungama, Jiocinema, Zee5, Eros Now , Jio Games , Jio Cinema","One Click Play Store,Screenshot,Youtube,Hotstar,Netflix | Air Mouse | With Voice Assitant","IR , Bluetooth",178 Degrees,16:09,High Brightness,5000:1,24 Watts,240 Volts,215 Watts,No,,2,9 Feet,178 Degrees,"DVD, MPEG",,Yes,,3840 Pixels,,,,,
69,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",KJW32SKHD,2021,72.2 x 8 x 42.5 cm; 4.4 Kilograms,KJW32SKHD,1 GB,Android,"USB, HDMI",Mali-G31MP2,1366x768 Pixels,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,LED,32 Inches,A+,"GIF, JPEG",,,"Mp3_audio, Wma",Sorround,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,No,India,4 kg 400 g,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg18_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_293_sspa%3Fkeywords%3Dtv%26qid%3D1660812328%26sr%3D8-293-spons%26psc%3D1&qualifier=1660812328&id=49785280768073&widgetName=sp_btf,KJW32SKHD,2 AAA batteries required. (included),8 GB,NTSC,8 Milliseconds,Android,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix",Navigation Keys for Easy Access,IR,178 Degrees,16:09,High brightness,3000:1,20 Watts,110 Volts,60 Watts,Yes,Manganese,2,9 Feet,178 Degrees,"AVI, MPEG",No,Yes,,,60 Hz,,,,
70,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AB32E10SS,2020,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,AB32E10SS,1 GB,FireOS,"USB, HDMI",Mali450 Quad core,1366x768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",1,LED,32 Inches,LED,JPEG,1366 x 768 pixels,Surround,"Dolby Audio and DTS TruSurround, WMA, MP3_audio",Surround Sound,AC,Yes,60 Hz,Wi-Fi,Wall Mount,Yes,India,3 kg 650 g,AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,4.0 out of 5 stars,"13,499",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg19_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_289_sspa%3Fkeywords%3Dtv%26qid%3D1660812331%26sr%3D8-289-spons%26psc%3D1&qualifier=1660812331&id=8182300487883498&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,55Y72,2022,122.5 x 23.3 x 77.6 cm; 10.2 Kilograms,55Y72,2 GB,Android,,Mali-450 GPU,3840x2160 Pixels,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",1,LED,55 Inches,IPS,"GIF, JPEG",,Surround,"Mp3_audio, Wma",DTS Surround | Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Top,Yes,India,10 kg 200 g,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,3.6 out of 5 stars,"39,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg19_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_290_sspa%3Fkeywords%3Dtv%26qid%3D1660812331%26sr%3D8-290-spons%26psc%3D1&qualifier=1660812331&id=8182300487883498&widgetName=sp_atf_next,55Y72,2 AAA batteries required. (included),16 GB,PAL,8 Milliseconds,"Android, Iphone","Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,"IR, Bluetooth",178 Degrees,16:09,High Brightness,4000:1,30 Watts,200 Volts,150 Watts,Yes,Lithium Ion,2,15 Feet,178 Degrees,"AVI, MPEG",No,Yes,,,,,,,
72,https://images-eu.ssl-images-amazon.com/images/I/41OTcoqC0JL._SY300_SX300_QL70_ML2_.jpg,AKAI,Akai,AKLT40S-D409W,2021,96.52 x 15.24 x 60.96 cm; 10 Kilograms,AKLT40S-D409W,1 GB,Android,"USB, HDMI",Mali-450 GPU,1366 x 768 Pixels,"1 LED TV, 2 Table Stand Base, 1 Wall Mount, 1 User Manual, 1 Warranty Card, 1 Remote Control,1 AV IN Adapter, 1AC Cord, 2 AAA Battery",1,LED,40 Inches,A+,JPEG,1366 x 768 pixels,Surround,"Mp3_audio, Wma",Dolby Atmos,AC,No,60 Hz,"Wi-Fi, USB, HDMI",Wall Mount,No,India,10 kg,AKAI 98 cm (40 Inches) HD Ready Smart LED TV AKLT40S-D409W (Black) (2021 Model)  ,3.5 out of 5 stars,"19,869",https://amazon.in/AKAI-Inches-Smart-AKLT40S-D409W-Black/dp/B097RB7V4V/ref=sr_1_291?keywords=tv&qid=1660812331&sr=8-291,AKLT40S-D409W,,8 GB,NTSC/PAL,6.5 Milliseconds,,"Cloud APP Store, Mirror Imaging, Unlimite Apps, Eshare, Screenshot | App Supported : Netflix, Prime Video, Voot, You Tube, Ganna, Eros Now, Hungama, NDTV, Hulu, Zee5, Disovery, Etc",Smart Tv Remote comes with Smrt Keys and Navigation Keys for better access,,178 Degrees,16:09,,300000:1,20 Watts,20 Volts (AC),220 Watt Hours,,,,,,,,Yes,,,,,,,1 GB
73,https://images-eu.ssl-images-amazon.com/images/I/51pKoc94AtL._SY300_SX300_QL70_ML2_.jpg,IFFALCON,Iffalcon,65H72,2021,144.6 x 30.2 x 88.8 cm; 19.4 Kilograms,65H72,2 GB,Android,"VGA, USB, HDMI, Headphone",G31x2 800MHz,3840x2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1,QLED,65 Inches,HDR 10,"GIF, JPEG",3840 x 2160 pixels,Stereo,"Mp3_audio, Wma",Dolby Atmos,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,19 kg 400 g,iFFALCON 164 cm (65 inches) 4K Ultra HD Certified Android Smart QLED TV 65H72 (Black)  ,4.2 out of 5 stars,"71,999",https://amazon.in/iFFALCON-inches-Certified-Android-65H72/dp/B098TL86G3/ref=sr_1_293?keywords=tv&qid=1660812331&sr=8-293,,2 AAA batteries required. (included),16 GB,NTSC,8 Milliseconds,,"Hands-Free Voice Control | 4K Android TV + HDR | AI-IN | T-cast | Bluetooth | Android 9.0 | Apps: Netflix, Youtube, Prime Video & 5000+ Apps | Maximum Content: 10,60,000 Hours | Pure Entertainment","Remote Comes with One Click Netflix Button, Amazon Prime Video, Zee5, TCL channel | Google Assistant for Easy access",,178 Degrees,16:09,,5000:1,24 Watts,240 Volts,210 Watts,Yes,Alkaline,,,,,Yes,Yes,,,,,,,
74,https://images-eu.ssl-images-amazon.com/images/I/51TAHW24z0L._SX300_SY300_QL70_ML2_.jpg,Lloyd,Lloyd,58US900C,2021,130.3 x 9 x 76.1 cm; 14 Kilograms,58US900C,,Android,Bluetooth 4.0,,3840*2160,"Power Cable, Remote Control, Table Stand, Wall Mount, 2 Batteries, User manual",1,LED,146 Centimetres,LED,,,,,,Corded Electric,Yes,60 Hz,Wi-Fi,,,India,14 kg,"Lloyd 146cm (58 Inches) Ultra HD Android Smart LED TV (58US900C), Black  ",3.0 out of 5 stars,"53,490",https://amazon.in/Lloyd-146cm-Inches-Android-58US900C/dp/B099ZDH1CV/ref=sr_1_297?keywords=tv&qid=1660812331&sr=8-297,,,,,,,,,,,16:9,,,,,150 Watts,No,,,,,,,,,,,,,,
75,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,32 SMART TV,2022,,32 SMART TV,1 GB,Android,"Ethernet, HDMI, USB 2.0",,1366768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,LED,32 Inches,LED,,,Surround,"Mp3_audio, Wma",2,AC,No,60 Hz,"Wi-Fi, HDMI",Wall Mount,,India,5 kg,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,4.4 out of 5 stars,"10,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg19_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_299_sspa%3Fkeywords%3Dtv%26qid%3D1660812331%26sr%3D8-299-spons%26psc%3D1&qualifier=1660812331&id=8182300487883498&widgetName=sp_mtf,NVA32SFR1,,8 GB,,8 Milliseconds,,,,IR,178 Degrees,16:9,,,20 Watts,240 Volts,48 Watts,,,2,7 Feet,,,,Yes,,,,80 x 52 x 13 cm; 5 Kilograms,,,
76,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,L32M6-RA/L32M7-RA,2021,73 x 8.7 x 47.6 cm; 3.92 Kilograms,L32M6-RA/L32M7-RA,1 GB,Android,"AV Port, Ethernet, HDMI, Headphone, USB 2.0",Mali G31 MP2,1366 x 768 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",1,LED,32 Inches,A+,JPEG,1366 x 768 pixels,Stereo,"Dolby, DTS-HD, Mp3_audio",Dolby Audio | DTS Virtual: X | DTS-HD,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,3 kg 920 g,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg19_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_300_sspa%3Fkeywords%3Dtv%26qid%3D1660812331%26sr%3D8-300-spons%26psc%3D1&qualifier=1660812331&id=8182300487883498&widgetName=sp_mtf,Redmi Smart TV 32,2 AAA batteries required.,8 GB,NTSC,,,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,Bluetooth,178 Degrees,16:09,Ultra Bright Screen,,20 Watts,240 Volts,50 Watts,No,,2,8 Feet,178 Degrees,"AVI, MPEG",,Yes,,,,,,,
77,https://images-eu.ssl-images-amazon.com/images/I/31UBLlLPr2L._SY300_SX300_QL70_ML2_.jpg,Acer,Dixon Technologies,AR42AP2841FD,2021,95.1 x 22 x 59.3 cm; 6.25 Kilograms,AR42AP2841FD,1.5 GB,Android,"USB, HDMI",Mali 470 x 2,1920 x 1080 Pixels,"1 LED TV, Remote Control, 2 AAA Batteries, AV Cable, User Manual, 4 Screws, Stand",1,LED,42 Inches,A+ | HDR10 | Wide Color Gamut | Micro Dimming,JPEG,1920 x 1080 pixels,,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,6 kg 250 g,Acer 106.8 cm (42 inches) P series Full HD Android Smart LED TV AR42AP2841FD (Black) (2021 Model)  ,4.3 out of 5 stars,"23,999",https://amazon.in/Acer-106-8-inches-Android-AR42AP2841FD/dp/B099KSTCSZ/ref=sr_1_305?keywords=tv&qid=1660812331&sr=8-305,AR42AP2841FD,2 AAA batteries required. (included),,NTSC,6.5 Milliseconds,,,"One Click Netflix, Amazon Prime Video, YouTube Button Remote | Google Assistant | Google Movie Program Guide",,,16:09,,5000:01,24 Watts,110 Volts,24 Watts,Yes,Lithium,,,,,No,Yes,,,,,,,
78,https://images-eu.ssl-images-amazon.com/images/I/51Nc27X5e8L._SY300_SX300_QL70_ML2_.jpg,IFFALCON,TCL King Electrical Appliances Huizhou Co Ltd,65U61,2021,145.7 x 8.5 x 84.3 cm; 17.3 Kilograms,65U61,2 GB,Android,"USB, HDMI",Mali4703 600MHz~800MHz,3840 x 2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1,LED,65 Inches,A+ Grade,JPEG,3840 x 2160 pixels,Surround,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,Yes,India,17 kg 300 g,iFFALCON 164 cm (65 inches) 4K Ultra HD Certified Android Smart LED TV 65U61 (Black)  ,4.3 out of 5 stars,"56,999",https://amazon.in/iFFALCON-inches-Certified-Android-65U61/dp/B0995XM2NS/ref=sr_1_306?keywords=tv&qid=1660812331&sr=8-306,65U61,2 AAA batteries required. (included),16 GB,NTSC,6.5 Milliseconds,,"Google Assistant | 4K Android TV + HDR 10 | AI-IN | T-cast | Bluetooth 5.0 | Android P | Supported Apps : Netflix, Google Assistant, Android TV, Amazon Video, YouTube","One Click Netflix, Amazon Prime Video, ZEE5 and TCL Chanel Button | Google Assistant",,178 Degrees,16:09,,4000:1,24 Watts,,24 Watts,Yes,Lithium Ion,,,,,Yes,Yes,,,,,,,
79,https://images-eu.ssl-images-amazon.com/images/I/416IHu53mdL._SY300_SX300_QL70_ML2_.jpg,LG,LG Electronics India Pvt. Ltd.,32LM560BPTC,2019,26.31 x 123.2 x 78.1 cm; 19.1 Kilograms,32LM560BPTC,1 GB,WebOS,"USB, HDMI",LG Graphic Processor,1366x768 Pixels,"1 NanoCell TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AA Batteries, 1 Power Cable / Power Supply Adopter",1,LED,32 Inches,IPS,"PSD, GIF, PNG, JPEG",1366 x 768 pixels,,"Mp3_audio, Wma",DTS Virtual:X,AC,No,50 Hz,"Wi-Fi, USB, HDMI",Wall Mount,No,India,19 kg 100 g,LG 80 cms (32 Inches) HD Ready Smart IPS LED TV 32LM560BPTC (Dark Iron Gray) (2019 Model)  ,4.3 out of 5 stars,"18,490",https://amazon.in/LG-Inches-Ready-32LM560BPTC-Display/dp/B07TMFQMJC/ref=sr_1_307?keywords=tv&qid=1660812331&sr=8-307,,2 AAA batteries required. (included),4 GB,,,,Smart TV Features: Amazon Prime Video | Web OS smart TV | Quick access | Quad core processor | Screen share | Web browser | Cloud photo and video \ Expandable memory,Standard Remote,IR Remote,178 Degrees,16:9,High brightness,"10,000,000 : 1",10 Watts,,10.00,Yes,Alkaline,1,8 Feet,,"AVI, MPEG, Blu-ray, WMA, DVD, WAV",,Yes,,,,,,,
80,https://images-eu.ssl-images-amazon.com/images/I/41pyvx9P93L._SY300_SX300_QL70_ML2_.jpg,Imee,iMee,Elite-32SFL-steel gray,2022,,Elite-32SFL-steel gray,,Android,"USB, HDMI",,1366768 Pixels,"User Manual, Warranty Card, Remote",1,LED,32 Inches,LED,,,Surround,,,,,60 Hz,Wi-Fi,,,India,,iMee 80cm (32 inch) Elite Series Smart Frameless HD LED TV (Black Colour)  ,1.0 out of 5 stars,"10,499",https://amazon.in/Elite-Smart-Frameless-Black-Colour/dp/B09SG84NB5/ref=sr_1_308?keywords=tv&qid=1660812331&sr=8-308,Steel Grey,,,,,,,,,,16:9,,,,,50 Watts,,,,,,,,,,,,,,,
81,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",KJW32SKHD,2021,72.2 x 8 x 42.5 cm; 4.4 Kilograms,KJW32SKHD,1 GB,Android,"USB, HDMI",Mali-G31MP2,1366x768 Pixels,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,LED,32 Inches,A+,"GIF, JPEG",,,"Mp3_audio, Wma",Sorround,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,No,India,4 kg 400 g,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg19_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_309_sspa%3Fkeywords%3Dtv%26qid%3D1660812331%26sr%3D8-309-spons%26psc%3D1&qualifier=1660812331&id=8182300487883498&widgetName=sp_btf,KJW32SKHD,2 AAA batteries required. (included),8 GB,NTSC,8 Milliseconds,Android,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix",Navigation Keys for Easy Access,IR,178 Degrees,16:09,High brightness,3000:1,20 Watts,110 Volts,60 Watts,Yes,Manganese,2,9 Feet,178 Degrees,"AVI, MPEG",No,Yes,,,60 Hz,,,,
82,https://m.media-amazon.com/images/I/41aE+7g9FtL._SX300_SY300_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,43S7G,2022,95.5 x 20.4 x 60.3 cm; 6 Kilograms,43S7G,1 GB,Android,,Mali-450 GPU,1920x1080 Pixels,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",1,LED,43 Inches,IPS,"GIF, JPEG",,Surround,"Mp3_audio, Wma",DTS Surround | Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Top,Yes,India,6 kg,Coocaa 108 cm (43 inches) Frameless Series Full HD Smart Certified Android IPS LED TV 43S7G (Black)  ,4.2 out of 5 stars,"19,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg19_1?ie=UTF8&adId=A0303402JBT0B2VHU9CP&url=%2FCoocaa-Frameless-Certified-Android-43S7G%2Fdp%2FB0B45Z3NNG%2Fref%3Dsr_1_310_sspa%3Fkeywords%3Dtv%26qid%3D1660812331%26sr%3D8-310-spons%26psc%3D1&qualifier=1660812331&id=8182300487883498&widgetName=sp_btf,43S7G,2 AAA batteries required. (included),8 GB,PAL,8 Milliseconds,"Android, Iphone","Eye Care | Remote with voice Assistant | Android 11.0 | HDR 10 | Trochilus Extreme Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,"IR, Bluetooth",178 Degrees,16:09,High Brightness,4000:1,20 Watts,200 Volts,74 Watts,Yes,Lithium Ion,2,12 Feet,178 Degrees,"AVI, MPEG",No,Yes,,,,,,,
